Escherichia coli 55989 chromosome, complete genome - 1..5154862
4755 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
3798820..3799521	-	233	218697006	rpsC	EC55989_3730	-	COG0092J	30S ribosomal protein S3
3799539..3799871	-	110	218697007	rplV	EC55989_3731	-	COG0091J	50S ribosomal protein L22
3799886..3800164	-	92	218697008	rpsS	EC55989_3732	-	COG0185J	30S ribosomal protein S19
3800181..3801002	-	273	218697009	rplB	EC55989_3733	-	COG0090J	50S ribosomal protein L2
3801020..3801322	-	100	218697010	rplW	EC55989_3734	-	COG0089J	50S ribosomal protein L23
3801319..3801924	-	201	218697011	rplD	EC55989_3735	-	COG0088J	50S ribosomal protein L4
3801935..3802564	-	209	218697012	rplC	EC55989_3736	-	COG0087J	50S ribosomal protein L3
3802597..3802908	-	103	218697013	rpsJ	EC55989_3737	-	COG0051J	30S ribosomal protein S10
3803037..3803198	-	53	218697014	-	EC55989_3738	-	-	hypothetical protein
3803287..3803754	+	155	218697015	-	EC55989_3739	-	COG1989NOU	bifunctional prepilin peptidase HopD: leader peptidase; methyl transferase (General Secretory Pathway)
3803751..3804227	-	158	218697016	bfr	EC55989_3740	-	COG2193P	bacterioferritin
3804300..3804494	-	64	218697017	bfd	EC55989_3741	-	COG2906P	bacterioferritin-associated ferredoxin
3804677..3805861	-	394	218697018	tufA	EC55989_3742	-	COG0050J	elongation factor Tu
3805932..3808046	-	704	218697019	fusA	EC55989_3743	-	COG0480J	elongation factor G
3808143..3808613	-	156	218697020	rpsG	EC55989_3744	-	COG0049J	30S ribosomal protein S7
3808710..3809084	-	124	218697021	rpsL	EC55989_3745	-	COG0048J	30S ribosomal protein S12
3809210..3809497	-	95	218697022	tusB	EC55989_3746	-	COG2168P	sulfur transfer complex subunit TusB
3809505..3809864	-	119	218697023	tusC	EC55989_3747	-	COG2923P	sulfur relay protein TusC
3809864..3810250	-	128	218697024	tusD	EC55989_3748	-	COG1553P	sulfur transfer complex subunit TusD
3810250..3810972	-	240	218697025	yheO	EC55989_3749	-	COG2964S	DNA-binding transcriptional regulator
3811139..3811951	-	270	218697026	fkpA	EC55989_3750	-	COG0545O	FKBP-type peptidylprolyl isomerase
3812172..3812390	+	72	218697027	slyX	EC55989_3751	-	COG2900S	hypothetical protein
3812439..3813029	-	196	218697028	slyD	EC55989_3752	-	COG1047O	FKBP-type peptidylprolyl isomerase
3813124..3813324	-	66	218697029	yheV	EC55989_3753	-	COG3529R	hypothetical protein
3813334..3815139	-	601	218697030	kefB	EC55989_3754	-	COG0475P	glutathione-regulated potassium-efflux system protein KefB
3815139..3815693	-	184	218697031	kefG	EC55989_3755	-	COG2249R	glutathione-regulated potassium-efflux system ancillary protein KefG
3815821..3817734	+	637	218697032	yheS	EC55989_3757	-	COG0488R	ABC transporter ATP-binding protein
3817734..3818756	+	340	218697033	yheT	EC55989_3758	-	COG0429R	hydrolase
3818750..3818968	+	72	218697034	yheU	EC55989_3759	-	COG3089S	hypothetical protein
3819022..3819891	+	289	218697035	prkB	EC55989_3760	-	COG3954C	phosphoribulokinase
3819946..3820350	-	134	218697036	yhfA	EC55989_3761	-	COG1765O	hypothetical protein
3820430..3820645	+	71	218697037	-	EC55989_3762	-	-	hypothetical protein
3820652..3821284	+	210	218697038	crp	EC55989_3763	-	COG0664T	cAMP-regulatory protein
3821323..3823425	+	700	218697039	yhfK	EC55989_3764	-	COG1289S	inner membrane protein
3823492..3824712	-	406	218697040	argD	EC55989_3765	-	COG4992E	bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein
3824798..3825361	-	187	218697041	pabA	EC55989_3766	-	COG0512EH	para-aminobenzoate synthase component II
3825393..3825995	-	200	218697042	fic	EC55989_3767	-	COG2184D	cell filamentation protein Fic
3825985..3826152	-	55	218697043	yhfG	EC55989_3768	-	-	hypothetical protein
3826257..3826829	-	190	218697044	ppiA	EC55989_3769	-	COG0652O	peptidyl-prolyl cis-trans isomerase A
3827100..3828281	+	393	218697045	tsgA	EC55989_3770	-	COG0738G	hypothetical protein
3828543..3831086	+	847	218697046	nirB	EC55989_3771	-	COG1251C	nitrite reductase, large subunit, NAD(P) H-binding
3831083..3831409	+	108	218697047	nirD	EC55989_3772	-	COG2146PR	nitrite reductase small subunit
3831536..3832342	+	268	218697048	nirC	EC55989_3773	-	COG2116P	nitrite transporter NirC
3832361..3833734	+	457	218697049	cysG	EC55989_3774	-	COG0007H	siroheme synthase
3833981..3834148	+	55	218697050	yhfL	EC55989_3775	-	-	secreted peptide
3834443..3835780	+	445	218697051	frlA	EC55989_3776	-	COG0531E	fructoselysine transporter
3835801..3836823	+	340	218697052	frlB	EC55989_3777	-	COG2222M	fructoselysine-6-P-deglycase
3836873..3837703	+	276	218697053	frlC	EC55989_3778	-	COG1082G	fructoselysine 3-epimerase
3837700..3838485	+	261	218697054	frlD	EC55989_3779	-	COG0524G	fructoselysine 6-kinase
3838585..3839316	+	243	218697055	frlR	EC55989_3780	-	COG2188K	DNA-binding transcriptional regulator FrlR
3839468..3840553	-	361	218697056	yhfS	EC55989_3781	-	COG1167KE	hypothetical protein
3840565..3841869	-	434	218697057	yhfT	EC55989_3782	-	COG3851T	inner membrane protein
3841881..3842234	-	117	218697058	yhfU	EC55989_3783	-	COG1315L	hypothetical protein
3842245..3843123	-	292	218697059	php	EC55989_3784	-	COG1735R	hydrolase
3843120..3844346	-	408	218697060	yhfW	EC55989_3785	-	COG1015G	mutase
3844346..3845509	-	387	218697061	yhfX	EC55989_3786	-	COG3457E	amino acid racemase
3845593..3845955	-	120	218697062	yhfY	EC55989_3787	-	-	hypothetical protein
3845972..3846877	-	301	218697063	yhfZ	EC55989_3788	-	-	hypothetical protein
3847146..3848150	-	334	218697064	trpS	EC55989_3789	-	COG0180J	tryptophanyl-tRNA synthetase
3848143..3848901	-	252	218697065	gph	EC55989_3790	-	COG0546R	phosphoglycolate phosphatase
3848894..3849571	-	225	218697066	rpe	EC55989_3791	-	COG0036G	ribulose-phosphate 3-epimerase
3849589..3850425	-	278	218697067	dam	EC55989_3792	-	COG0338L	DNA adenine methylase
3850532..3851818	-	428	218697068	damX	EC55989_3793	-	COG3266S	hypothetical protein
3851910..3852998	-	362	218697069	aroB	EC55989_3794	-	COG0337E	3-dehydroquinate synthase
3853055..3853576	-	173	218697070	aroK	EC55989_3795	-	COG0703E	shikimate kinase I
3853977..3855215	-	412	218697071	hofQ	EC55989_3796	-	COG4796U	outer membrane porin HofQ
3855127..3855531	-	134	218697072	yrfA	EC55989_3797	-	-	hypothetical protein
3855521..3855961	-	146	218697073	yrfB	EC55989_3798	-	-	hypothetical protein
3855945..3856484	-	179	218697074	yrfC	EC55989_3799	-	COG3166NU	fimbrial assembly protein (pilN-like)
3856484..3857263	-	259	218697075	yrfD	EC55989_3800	-	COG4972NU	pilus assembly protein
3857383..3859935	+	850	218697076	mrcA	EC55989_3801	-	COG5009M	peptidoglycan synthetase
3860103..3860663	-	186	218697077	nudE	EC55989_3802	-	COG0494LR	ADP-ribose diphosphatase NudE
3860983..3863118	+	711	218697078	igaA	EC55989_3803	-	-	intracellular growth attenuator protein
3863183..3863851	+	222	218697079	yrfG	EC55989_3804	-	COG1011R	hydrolase
3863862..3864263	+	133	218697080	hslR	EC55989_3805	-	COG1188J	ribosome-associated heat shock protein Hsp15
3864288..3865166	+	292	218697081	hslO	EC55989_3806	-	COG1281O	Hsp33-like chaperonin
3865301..3867025	-	574	218697082	yhgE	EC55989_3807	-	COG2194R	inner membrane protein
3867101..3867232	-	43	218697083	-	EC55989_3808	-	-	hypothetical protein
3867404..3869026	+	540	218697084	pck	EC55989_3809	-	COG1866C	phosphoenolpyruvate carboxykinase
3869143..3869460	+	105	218697085	-	EC55989_3810	-	-	hypothetical protein
3869519..3869815	+	98	218697086	-	EC55989_3811	-	COG2944K	HTH-type transcriptional regulator yiaG
3869845..3871197	-	450	218697087	envZ	EC55989_3812	-	COG0642T	osmolarity sensor protein
3871194..3871913	-	239	218697088	ompR	EC55989_3813	-	COG0745TK	osmolarity response regulator
3872141..3872617	+	158	218697089	greB	EC55989_3814	-	COG0782K	transcription elongation factor GreB
3872714..3875035	+	773	218697090	yhgF	EC55989_3815	-	COG2183K	transcriptional accessory protein
3875473..3875700	+	75	218697091	feoA	EC55989_3816	-	COG1918P	ferrous iron transport protein A
3875717..3878038	+	773	218697092	feoB	EC55989_3817	-	COG0370P	ferrous iron transport protein B
3878038..3878274	+	78	218697093	yhgG	EC55989_3818	-	COG1378K	DNA-binding transcriptional regulator
3878477..3879355	+	292	218697094	yhgA	EC55989_3819	-	COG5464S	hypothetical protein
3879384..3880154	-	256	218697095	bioH	EC55989_3820	-	COG0596R	carboxylesterase BioH
3880192..3880875	+	227	218697096	gntX	EC55989_3821	-	COG1040R	gluconate periplasmic binding protein
3880934..3881509	+	191	218697097	gntY	EC55989_3822	-	COG0694O	DNA uptake protein
3881870..3883186	+	438	218697098	gntT	EC55989_3823	-	COG2610GE	gluconate transporter, high-affinity GNT I system
3883231..3885315	-	694	218697099	malQ	EC55989_3824	-	COG1640G	4-alpha-glucanotransferase
3885325..3887718	-	797	218697100	malP	EC55989_3825	-	COG0058G	maltodextrin phosphorylase
3888330..3891035	+	901	218697101	malT	EC55989_3826	-	COG2909K	transcriptional regulator MalT
3891078..3892094	-	338	218697102	rtcA	EC55989_3827	-	COG0430A	RNA 3'-terminal-phosphate cyclase
3892098..3893324	-	408	218697103	rtcB	EC55989_3828	-	COG1690S	hypothetical protein
3893513..3895111	+	532	218697104	rtcR	EC55989_3829	-	COG4650KT	sigma 54-dependent transcriptional regulator of rtcBA expression
3895093..3895851	-	252	218697105	glpR	EC55989_3830	-	COG1349KG	DNA-binding transcriptional repressor GlpR
3895868..3896698	-	276	218697106	glpG	EC55989_3831	-	COG0705R	intramembrane serine protease GlpG
3896743..3897069	-	108	218697107	glpE	EC55989_3832	-	COG0607P	thiosulfate sulfurtransferase
3897259..3898764	+	501	218697108	glpD	EC55989_3833	-	COG0578C	glycerol-3-phosphate dehydrogenase
3898816..3899421	-	201	218697109	-	EC55989_3834	-	-	hypothetical protein
3899424..3900191	-	255	218697110	-	EC55989_3835	-	-	hypothetical protein
3900194..3900904	-	236	218697111	-	EC55989_3836	-	-	hypothetical protein
3900920..3902437	-	505	218697112	-	EC55989_3837	-	COG0226P	membrane protein; ATP binding protein of ABC transporter
3902553..3905000	-	815	218697113	glgP	EC55989_3838	-	COG0058G	glycogen phosphorylase
3905019..3906452	-	477	218697114	glgA	EC55989_3839	-	COG0297G	glycogen synthase
3906452..3907747	-	431	218697115	glgC	EC55989_3840	-	COG0448G	glucose-1-phosphate adenylyltransferase
3907765..3909738	-	657	218697116	glgX	EC55989_3841	-	COG1523G	glycogen debranching protein
3909735..3911921	-	728	218697117	glgB	EC55989_3842	-	COG0296G	glycogen branching protein
3912194..3913297	-	367	218697118	asd	EC55989_3843	-	COG0136E	aspartate-semialdehyde dehydrogenase
3913490..3914083	+	197	218697119	yhgN	EC55989_3844	-	COG2095U	dITP- and XTP- hydrolase
3914140..3915480	-	446	218697120	gntU	EC55989_3845	-	COG2610GE	low affinity gluconate transporter
3915484..3916011	-	175	218697121	gntK	EC55989_3846	-	COG3265G	gluconate kinase
3916150..3917145	-	331	218697122	gntR	EC55989_3847	-	COG1609K	DNA-binding transcriptional repressor
3917369..3918064	-	231	218697123	yhhW	EC55989_3848	-	COG1741R	hypothetical protein
3918187..3919224	-	345	218697124	yhhX	EC55989_3849	-	COG0673R	dehydrogenase
3919556..3920044	+	162	218697125	yhhY	EC55989_3850	-	COG1670J	acetyltransferase YhhY
3920281..3921459	+	392	218697126	yhhZ	EC55989_3851	-	COG3157S	hypothetical protein
3921456..3921950	+	164	218697127	yrhA	EC55989_3852	-	-	hypothetical protein
3922036..3922200	+	54	218697128	yrhD	EC55989_3853	-	-	hypothetical protein
3922400..3922684	+	94	218697129	yrhB	EC55989_3854	-	-	hypothetical protein
3922722..3924464	-	580	218697130	ggt	EC55989_3855	-	COG0405E	gamma-glutamyltranspeptidase
3924584..3925024	+	146	218697131	yhhA	EC55989_3856	-	-	hypothetical protein
3925011..3925754	-	247	218697132	ugpQ	EC55989_3857	-	COG0584C	glycerophosphodiester phosphodiesterase
3925751..3926821	-	356	218697133	ugpC	EC55989_3858	-	COG3839G	glycerol-3-phosphate transporter ATP-binding subunit
3926823..3927668	-	281	218697134	ugpE	EC55989_3859	-	COG0395G	glycerol-3-phosphate transporter membrane protein
3927665..3928552	-	295	218697135	ugpA	EC55989_3860	-	COG1175G	glycerol-3-phosphate transporter permease
3928650..3929966	-	438	218697136	ugpB	EC55989_3861	-	COG1653G	glycerol-3-phosphate transporter periplasmic binding protein
3930362..3931075	-	237	218697137	livF	EC55989_3862	-	COG0410E	leucine/isoleucine/valine transporter ATP-binding subunit
3931077..3931844	-	255	218697138	livG	EC55989_3863	-	COG0411E	leucine/isoleucine/valine transporter ATP-binding subunit
3931841..3933118	-	425	218697139	livM	EC55989_3864	-	COG4177E	leucine/isoleucine/valine transporter permease subunit
3933115..3934041	-	308	218697140	livH	EC55989_3865	-	COG0559E	branched-chain amino acid transporter permease subunit LivH
3934089..3935198	-	369	218697141	livK	EC55989_3866	-	COG0683E	leucine ABC transporter subunit substrate-binding protein
3935622..3936005	+	127	218697142	yhhK	EC55989_3867	-	-	hypothetical protein
3936204..3937307	-	367	218697143	livJ	EC55989_3868	-	COG0683E	leucine/isoleucine/valine transporter subunit ; periplasmic-binding component of ABC superfamily
3937578..3938432	-	284	218697144	rpoH	EC55989_3869	-	COG0568K	RNA polymerase factor sigma-32
3938677..3939735	-	352	218697145	ftsX	EC55989_3870	-	COG2177D	cell division protein FtsX
3939728..3940396	-	222	218697146	ftsE	EC55989_3871	-	COG2884D	cell division protein FtsE
3940399..3941892	-	497	218697147	ftsY	EC55989_3872	-	COG0552U	cell division protein FtsY
3942042..3942638	+	198	218697148	rsmD	EC55989_3873	-	COG0742L	16S rRNA m(2)G966-methyltransferase
3942505..3942897	+	130	218697149	-	EC55989_3874	-	COG3776S	hypothetical protein
3942900..3943259	-	119	218697150	yhhM	EC55989_3875	-	-	hypothetical protein
3943400..3944026	+	208	218697151	yhhN	EC55989_3876	-	COG3714S	inner membrane protein
3944100..3946298	+	732	218697152	zntA	EC55989_3877	-	COG2217P	zinc/cadmium/mercury/lead-transporting ATPase
3946400..3946645	-	81	218697153	tusA	EC55989_3878	-	COG0425O	sulfur transfer protein SirA
3946866..3947531	+	221	218697154	yhhQ	EC55989_3879	-	COG1738S	hypothetical protein
3947604..3948161	+	185	218697155	dcrB	EC55989_3880	-	-	hypothetical protein
3948165..3949382	-	405	218697156	yhhS	EC55989_3881	-	COG2814G	major facilitator superfamily transporter
3949514..3950563	+	349	218697157	yhhT	EC55989_3882	-	COG0628R	inner membrane protein
3950618..3951205	+	195	218697158	acpT	EC55989_3883	-	COG2091H	holo-(acyl carrier protein) synthase 2
3951316..3952890	+	524	218697159	nikA	EC55989_3884	-	COG0747E	nickel transporter subunit ; periplasmic-binding component of ABC superfamily
3952890..3953834	+	314	218697160	nikB	EC55989_3885	-	COG0601EP	nickel transporter permease NikB
3953831..3954664	+	277	218697161	nikC	EC55989_3886	-	COG1173EP	nickel transporter permease NikC
3954664..3955428	+	254	218697162	nikD	EC55989_3887	-	COG0444EP	nickel transporter ATP-binding protein NikD
3955425..3956231	+	268	218697163	nikE	EC55989_3888	-	COG1124EP	nickel transporter ATP-binding protein NikE
3956237..3956638	+	133	218697164	nikR	EC55989_3889	-	COG0864K	nickel responsive regulator
3956758..3957117	-	119	218697165	-	EC55989_3890	-	COG4226S	hypothetical protein
3957448..3958572	-	374	218697166	yhhJ	EC55989_3891	-	COG0842V	transporter subunit: membrane component of ABC superfamily
3958572..3961307	-	911	218697167	rbbA	EC55989_3892	-	COG1131V	fused ribosome-associated ATPase: ATP-binding protein ; ATP-binding protein ; membrane protein
3961304..3962371	-	355	218697168	yhiI	EC55989_3893	-	COG1566V	HlyD family secretion protein
3966629..3967681	+	350	218697169	yhiM	EC55989_3899	-	-	inner membrane protein
3968341..3968808	-	155	218697170	-	EC55989_3900	-	-	hypothetical protein
3968993..3970393	-	466	218697171	-	EC55989_3901	-	COG0642T	sensor protein pcoS
3970390..3971076	-	228	218697172	-	EC55989_3902	-	COG0745TK	Transcriptional regulatory protein pcoR
3971125..3972054	-	309	218697173	-	EC55989_3903	-	COG1276P	Copper resistance protein D
3972059..3972439	-	126	218697174	-	EC55989_3904	-	COG2372R	Copper resistance protein C precursor
3972479..3973378	-	299	218697175	-	EC55989_3905	-	COG3667P	Copper resistance protein B precursor
3973375..3975198	-	607	218697176	-	EC55989_3906	-	COG2132Q	Copper resistance protein A precursor
3975427..3975876	+	149	218697177	-	EC55989_3907	-	-	hypothetical protein
3976165..3976902	+	245	218697178	-	EC55989_3908	-	COG0739M	peptidase
3977174..3979621	-	815	218697179	silP	EC55989_3910	-	COG2217P	cation-transporting P-type ATPase
3979748..3980194	-	148	218697180	-	EC55989_3911	-	COG3019R	hypothetical protein
3980275..3983421	-	1048	218697181	cusA	EC55989_3912	-	COG3696P	copper/silver efflux system, membrane component
3983432..3984724	-	430	218697182	silB	EC55989_3913	-	COG0845M	copper/silver efflux system membrane fusion protein CusB
3984838..3985191	-	117	218697183	-	EC55989_3914	-	COG5569S	copper-binding protein
3985219..3986907	-	562	218697184	silC	EC55989_3915	-	COG1538MU	copper/silver efflux system outer membrane protein CusC
3986794..3987474	+	226	218697185	cusR	EC55989_3917	-	COG0745TK	DNA-binding transcriptional activator CusR
3987467..3988948	+	493	218697186	-	EC55989_3918	-	COG0642T	sensor kinase CusS
3989076..3989624	+	182	218697187	silE	EC55989_3919	-	-	silver-binding protein SilE
3989772..3990122	+	116	218697188	-	EC55989_3920	-	COG3544S	hypothetical protein
3990291..3992177	-	628	218697189	-	EC55989_3921	-	COG3593L	hypothetical protein
3992681..3993010	-	109	218697190	-	EC55989_3922	-	COG3620K	transcriptional regulator
3993333..3994259	-	308	218697191	-	EC55989_3923	-	-	hypothetical protein
3995125..3995400	+	91	218697192	-	EC55989_3924	-	COG3677L	Insertion element IS1 protein InsA
3995319..3995822	+	167	218697193	-	EC55989_3925	-	COG1662L	Insertion element IS1 1/5/6 protein InsB
3995816..3996613	-	265	218697194	-	EC55989_3926	-	-	hypothetical protein, Tn7-like transposition protein TnsD (fragment)
3996645..3998093	-	482	218697195	-	EC55989_3927	-	COG1474LO	Tn7-like transposition protein TnsC
3998093..4000216	-	707	218697196	-	EC55989_3928	-	-	Tn7-like transposition protein TnsB
4000203..4001045	-	280	218697197	-	EC55989_3929	-	-	Tn7-like transposase TnsA
4001188..4002390	-	400	218697198	yhiN	EC55989_3930	-	COG2081R	oxidoreductase with FAD/NAD(P)-binding domain
4002622..4004121	+	499	218697199	pitA	EC55989_3931	-	COG0306P	phosphate transporter, low-affinity
4004192..4004527	-	111	218697200	yhiO	EC55989_3932	-	-	universal stress protein UspB
4004918..4005352	+	144	218697201	uspA	EC55989_3933	-	COG0589T	universal stress global response regulator
4005670..4007139	+	489	218697202	yhiP	EC55989_3934	-	COG3104E	inner membrane transporter YhiP
4007188..4007940	-	250	218697203	yhiQ	EC55989_3935	-	-	methyltransferase
4007948..4009990	-	680	218697204	prlC	EC55989_3936	-	COG0339E	oligopeptidase A
4010193..4011035	+	280	218697205	yhiR	EC55989_3937	-	COG2961R	DNA (exogenous) processing protein
4011107..4012459	+	450	218697206	gor	EC55989_3938	-	COG1249C	glutathione reductase
4012513..4012662	-	49	218697207	-	EC55989_3939	-	-	hypothetical protein
4012618..4012797	+	59	218697208	-	EC55989_3940	-	-	hypothetical protein
4013336..4013689	+	117	218697209	arsR	EC55989_3942	-	COG0640K	DNA-binding transcriptional repressor ArsR
4013743..4015032	+	429	218697210	arsB	EC55989_3943	-	COG1055P	arsenite/antimonite transporter
4015045..4015470	+	141	218697211	arsC	EC55989_3944	-	COG1393P	arsenate reductase
4015604..4015900	-	98	218697212	-	EC55989_3945	-	COG0640K	hypothetical protein
4015995..4017020	+	341	218697213	-	EC55989_3946	-	COG0701R	hypothetical protein
4017600..4018745	+	381	218697214	-	EC55989_3947	-	-	hypothetical protein
4019069..4019635	+	188	218697215	slp	EC55989_3948	-	COG3065M	outer membrane lipoprotein
4019791..4020321	+	176	218697216	yhiF	EC55989_3950	-	COG2197TK	DNA-binding transcriptional regulator
4020363..4021010	-	215	218697217	yhiD	EC55989_3951	-	COG1285S	Mg(2+) transport ATPase
4021074..4021400	-	108	218697218	hdeB	EC55989_3952	-	-	acid-resistance protein
4021516..4021848	-	110	218697219	hdeA	EC55989_3953	-	-	acid-resistance protein
4022103..4022675	+	190	218697220	hdeD	EC55989_3954	-	COG3247S	acid-resistance membrane protein
4023474..4024001	+	175	218697221	gadE	EC55989_3955	-	COG2197TK	DNA-binding transcriptional activator
4024340..4025497	+	385	218697222	mdtE	EC55989_3957	-	COG0845M	multidrug efflux system protein MdtE
4025522..4028635	+	1037	218697223	mdtF	EC55989_3958	-	COG0841V	multidrug transporter, RpoS-dependent
4028998..4029726	-	242	218697224	gadW	EC55989_3960	-	COG2207K	DNA-binding transcriptional activator
4030094..4030918	-	274	218697225	gadX	EC55989_3961	-	COG2207K	DNA-binding transcriptional regulator GadX
4031288..4032688	-	466	218697226	gadA	EC55989_3962	-	COG0076E	glutamate decarboxylase
4032899..4034296	-	465	218697227	yhjA	EC55989_3963	-	COG1858P	cytochrome C peroxidase (cpp-like)
4034701..4036350	+	549	218697228	treF	EC55989_3964	-	COG1626G	trehalase
4036401..4037003	-	200	218697229	yhjB	EC55989_3965	-	COG2197TK	DNA-binding response regulator in two-component regulatory system
4037451..4038422	+	323	218697230	yhjC	EC55989_3967	-	COG0583K	DNA-binding transcriptional regulator
4038471..4039484	+	337	218697231	yhjD	EC55989_3968	-	COG1295S	inner membrane protein
4039895..4041217	+	440	218697232	yhjE	EC55989_3969	-	COG2271G	transporter
4041451..4043526	-	691	218697233	yhjG	EC55989_3970	-	COG2982M	outer membrane biogenesis protein
4043581..4044348	-	255	218697234	yhjH	EC55989_3971	-	COG2200T	EAL domain-containing protein
4044302..4044496	+	64	218697235	-	EC55989_3972	-	-	hypothetical protein
4044580..4045509	+	309	218697236	kdgK	EC55989_3973	-	COG0524G	ketodeoxygluconokinase
4045605..4047101	-	498	218697237	yhjJ	EC55989_3974	-	COG0612R	zinc-dependent peptidase
4047322..4048608	-	428	218697238	dctA	EC55989_3975	-	COG1301C	C4-dicarboxylate transporter DctA
4048791..4050740	-	649	218697239	yhjK	EC55989_3976	-	COG2200T	phosphodiesterase
4050861..4054334	-	1157	218697240	bcsC	EC55989_3977	-	COG5010U	cellulose synthase subunit BcsC
4054316..4055422	-	368	218697241	bcsZ	EC55989_3978	-	COG3405G	endo-1,4-D-glucanase
4055429..4057768	-	779	218697242	bcsB	EC55989_3979	-	-	cellulose synthase regulator protein
4057779..4060397	-	872	218697243	bcsA	EC55989_3980	-	COG1215M	cellulose synthase catalytic subunit
4060394..4061146	-	250	218697244	-	EC55989_3981	-	COG1192D	cell division protein
4061158..4061346	-	62	218697245	yhjR	EC55989_3982	-	-	hypothetical protein
4061619..4063190	+	523	218697246	bcsE	EC55989_3983	-	-	cellulose biosynthesis protease
4063187..4063378	+	63	218697247	bcsF	EC55989_3984	-	-	hypothetical protein
4063375..4065054	+	559	218697248	bcsG	EC55989_3985	-	-	cellulose biosynthesis endoglucanase
4066107..4066349	-	80	218697249	ldrD	EC55989_3988	-	-	toxic polypeptide, small
4066861..4067022	-	53	218697250	-	EC55989_3989	-	-	hypothetical protein
4067172..4068443	+	423	218697251	yhjV	EC55989_3990	-	COG0814E	transporter
4068473..4069477	-	334	218697252	dppF	EC55989_3991	-	COG4608E	dipeptide transporter ATP-binding subunit
4069474..4070457	-	327	218697253	dppD	EC55989_3992	-	COG0444EP	dipeptide transporter ATP-binding subunit
4070468..4071370	-	300	218697254	dppC	EC55989_3993	-	COG1173EP	dipeptide transporter
4071380..4072399	-	339	218697255	dppB	EC55989_3994	-	COG0601EP	dipeptide transporter permease DppB
4072417..4072560	+	47	218697256	-	EC55989_3995	-	-	hypothetical protein
4072550..4074157	-	535	218697257	dppA	EC55989_3996	-	COG0747E	dipeptide transporter ; periplasmic-binding component of ABC superfamily
4075069..4076760	-	563	218697258	eptB	EC55989_3997	-	COG2194R	phosphoethanolamine transferase
4077013..4077537	-	174	218697259	lpfE	EC55989_3998	-	COG3539NU	LpfE protein precursor
4077543..4078598	-	351	218697260	lpfD	EC55989_3999	-	COG3539NU	LpfD protein precursor
4078609..4081140	-	843	218697261	lpfC	EC55989_4000	-	COG3188NU	Outer membrane usher protein lpfC precursor
4081164..4081850	-	228	218697262	lpfB	EC55989_4001	-	COG3121NU	Chaperone protein lpfB precursor
4081934..4082458	-	174	218697263	lpfA	EC55989_4002	-	COG3539NU	Long polar fimbria protein A precursor
4082782..4084029	-	415	218697264	yhjX	EC55989_4003	-	COG2223P	transporter
4084213..4084911	-	232	218697265	yhjY	EC55989_4004	-	COG5571N	hypothetical protein
4085069..4085632	+	187	218697266	tag	EC55989_4005	-	COG2818L	3-methyladenine DNA glycosylase
4085629..4086069	+	146	218697267	yiaC	EC55989_4006	-	COG1246E	hypothetical protein
4086038..4088317	-	759	218697268	bisC	EC55989_4007	-	COG0243C	biotin sulfoxide reductase
4088524..4089183	+	219	218697269	yiaD	EC55989_4008	-	COG2885M	outer membrane lipoprotein
4089287..4090261	+	324	218697270	tiaE	EC55989_4009	-	COG1052CHR	2-oxo-carboxylic acid reductase (glyoxalate reductase) (2-ketoaldonate reductase)
4090311..4091021	-	236	218697271	yiaF	EC55989_4010	-	-	hypothetical protein
4091455..4091745	+	96	218697272	yiaG	EC55989_4011	-	COG2944K	transcriptional regulator
4092026..4092238	+	70	218697273	cspA	EC55989_4012	-	COG1278K	major cold shock protein
4092904..4094973	-	689	218697274	glyS	EC55989_4013	-	COG0751J	glycyl-tRNA synthetase subunit beta
4094983..4095894	-	303	218697275	glyQ	EC55989_4014	-	COG0752J	glycyl-tRNA synthetase subunit alpha
4095989..4096288	-	99	218697276	ysaB	EC55989_4015	-	-	hypothetical protein
4096463..4097458	+	331	218697277	yiaH	EC55989_4016	-	COG3274S	inner membrane protein
4097500..4097937	-	145	218697278	yiaA	EC55989_4017	-	COG4682S	hypothetical protein
4097983..4098324	-	113	218697279	yiaB	EC55989_4018	-	COG4682S	hypothetical protein
4098493..4099947	-	484	218697280	xylB	EC55989_4019	-	COG1070G	xylulokinase
4100019..4101341	-	440	218697281	xylA	EC55989_4020	-	COG2115G	xylose isomerase
4101707..4102699	+	330	218697282	xylF	EC55989_4021	-	COG4213G	D-xylose transporter subunit XylF
4102777..4104318	+	513	218697283	xylG	EC55989_4022	-	COG1129G	xylose transporter ATP-binding subunit
4104296..4105477	+	393	218697284	xylH	EC55989_4023	-	COG4214G	D-xylose transporter subunit ; membrane component of ABC superfamily
4105389..4105565	+	58	218697285	-	EC55989_4024	-	-	hypothetical protein
4105555..4106733	+	392	218697286	xylR	EC55989_4025	-	COG1609K	DNA-binding transcriptional activator, xylose-binding
4106929..4107753	-	274	218697287	bax	EC55989_4026	-	COG2992R	hypothetical protein
4108073..4110103	+	676	218697288	malS	EC55989_4028	-	COG0366G	periplasmic alpha-amylase
4110281..4111534	+	417	218697289	avtA	EC55989_4029	-	COG3977E	valine--pyruvate transaminase
4111686..4112159	-	157	218697290	yiaI	EC55989_4030	-	COG1142C	hydrogenase, 4Fe-4S ferredoxin-type component
4112261..4113109	-	282	218697291	yiaJ	EC55989_4031	-	COG1414K	DNA-binding transcriptional repressor
